roc_auc,pr_auc,accuracy,precision,recall,f1,threshold,tp,tn,fp,fn,n_predicted_positive
0.812203573237556,0.22249459320817488,0.9097570381797146,0.25892857142857145,0.16111111111111112,0.19863013698630136,0.6,29,2330,83,151,112
0.812203573237556,0.22249459320817488,0.9101426918627072,0.2523364485981308,0.15,0.18815331010452963,0.61,27,2333,80,153,107
0.812203573237556,0.22249459320817488,0.9086000771307366,0.21782178217821782,0.12222222222222222,0.15658362989323843,0.62,22,2334,79,158,101
0.812203573237556,0.22249459320817488,0.909371384496722,0.20430107526881722,0.10555555555555556,0.1391941391941392,0.63,19,2339,74,161,93
0.812203573237556,0.22249459320817488,0.9097570381797146,0.19318181818181818,0.09444444444444444,0.12686567164179105,0.64,17,2342,71,163,88
0.812203573237556,0.22249459320817488,0.909371384496722,0.1518987341772152,0.06666666666666667,0.09266409266409266,0.65,12,2346,67,168,79
0.812203573237556,0.22249459320817488,0.9101426918627072,0.15584415584415584,0.06666666666666667,0.0933852140077821,0.66,12,2348,65,168,77
0.812203573237556,0.22249459320817488,0.9112996529116854,0.16216216216216217,0.06666666666666667,0.09448818897637795,0.67,12,2351,62,168,74
0.812203573237556,0.22249459320817488,0.911685306594678,0.15492957746478872,0.06111111111111111,0.08764940239043825,0.68,11,2353,60,169,71
0.812203573237556,0.22249459320817488,0.9124566139606634,0.14925373134328357,0.05555555555555555,0.08097165991902834,0.69,10,2356,57,170,67
0.812203573237556,0.22249459320817488,0.9132279213266487,0.15384615384615385,0.05555555555555555,0.08163265306122448,0.7,10,2358,55,170,65
0.812203573237556,0.22249459320817488,0.9139992286926341,0.15873015873015872,0.05555555555555555,0.0823045267489712,0.71,10,2360,53,170,63
0.812203573237556,0.22249459320817488,0.9166988044735828,0.17857142857142858,0.05555555555555555,0.0847457627118644,0.72,10,2367,46,170,56
0.812203573237556,0.22249459320817488,0.9170844581565754,0.16981132075471697,0.05,0.07725321888412018,0.73,9,2369,44,171,53
0.812203573237556,0.22249459320817488,0.9178557655225608,0.16326530612244897,0.044444444444444446,0.06986899563318777,0.74,8,2372,41,172,49
0.812203573237556,0.22249459320817488,0.9190127265715388,0.17391304347826086,0.044444444444444446,0.07079646017699115,0.75,8,2375,38,172,46
0.812203573237556,0.22249459320817488,0.9190127265715388,0.17391304347826086,0.044444444444444446,0.07079646017699115,0.76,8,2375,38,172,46
0.812203573237556,0.22249459320817488,0.9193983802545315,0.14634146341463414,0.03333333333333333,0.05429864253393665,0.77,6,2378,35,174,41
0.812203573237556,0.22249459320817488,0.9197840339375241,0.15,0.03333333333333333,0.05454545454545454,0.78,6,2379,34,174,40
0.812203573237556,0.22249459320817488,0.9201696876205168,0.15384615384615385,0.03333333333333333,0.0547945205479452,0.79,6,2380,33,174,39
0.812203573237556,0.22249459320817488,0.9197840339375241,0.13157894736842105,0.027777777777777776,0.045871559633027525,0.8,5,2380,33,175,38
0.812203573237556,0.22249459320817488,0.9205553413035095,0.1388888888888889,0.027777777777777776,0.046296296296296294,0.81,5,2382,31,175,36
0.812203573237556,0.22249459320817488,0.9217123023524875,0.10344827586206896,0.016666666666666666,0.028708133971291867,0.82,3,2387,26,177,29
0.812203573237556,0.22249459320817488,0.9224836097184728,0.1111111111111111,0.016666666666666666,0.028985507246376812,0.83,3,2389,24,177,27
0.812203573237556,0.22249459320817488,0.9240262244504435,0.13043478260869565,0.016666666666666666,0.029556650246305417,0.84,3,2393,20,177,23
0.812203573237556,0.22249459320817488,0.9251831854994215,0.0625,0.005555555555555556,0.01020408163265306,0.85,1,2398,15,179,16
0.812203573237556,0.22249459320817488,0.9259544928654069,0.07142857142857142,0.005555555555555556,0.010309278350515464,0.86,1,2400,13,179,14
0.812203573237556,0.22249459320817488,0.9274971075973776,0.1,0.005555555555555556,0.010526315789473684,0.87,1,2404,9,179,10
0.812203573237556,0.22249459320817488,0.9286540686463556,0.14285714285714285,0.005555555555555556,0.0106951871657754,0.88,1,2407,6,179,7
0.812203573237556,0.22249459320817488,0.9286540686463556,0.0,0.0,0.0,0.89,0,2408,5,180,5
0.812203573237556,0.22249459320817488,0.930582337061319,0.0,0.0,0.0,0.9,0,2413,0,180,0
0.812203573237556,0.22249459320817488,0.930582337061319,0.0,0.0,0.0,0.91,0,2413,0,180,0
0.812203573237556,0.22249459320817488,0.930582337061319,0.0,0.0,0.0,0.92,0,2413,0,180,0
0.812203573237556,0.22249459320817488,0.930582337061319,0.0,0.0,0.0,0.93,0,2413,0,180,0
0.812203573237556,0.22249459320817488,0.930582337061319,0.0,0.0,0.0,0.94,0,2413,0,180,0
0.812203573237556,0.22249459320817488,0.930582337061319,0.0,0.0,0.0,0.95,0,2413,0,180,0
0.812203573237556,0.22249459320817488,0.930582337061319,0.0,0.0,0.0,0.96,0,2413,0,180,0
0.812203573237556,0.22249459320817488,0.930582337061319,0.0,0.0,0.0,0.97,0,2413,0,180,0
0.812203573237556,0.22249459320817488,0.930582337061319,0.0,0.0,0.0,0.98,0,2413,0,180,0
0.812203573237556,0.22249459320817488,0.930582337061319,0.0,0.0,0.0,0.99,0,2413,0,180,0
